ID,T1,Year,Sensations,Manipulations,Stimuli,Grounding Methods,Stimulating Methods,Source to Mechanical Mechanism,Simple to Complex Mechanism,web,Meeting name,TITLE
97,korres2016haptogram,2016,Shape,Scanning,Vibration,Grounding-off-body,Encountered,Existing devices,NA,https://ieeexplore.ieee.org/document/8816101,IEEE WHC,"Haptogram: Ultrasonic Point-Cloud Tactile Stimulation

Source: IEEE ACCESS 4: 7758-7769

Date: 2016 

Document Type: Journal :  

DOI: 10.1109/ACCESS.2016.2608835

Language:  

LCR: 0   CR: 18   LCS: 6   GCS: 25   OCS: 

Comment:  

Address:  

Reprint:  

E-mail:  

Author Keywords: Haptic interfaces; human computer interaction; ultrasonic transducer array; user interfaces

KeyWords Plus:  

Abstract: Studies of the stimulating effect of ultrasound as a tactile display have recently become more intensive in the haptic domain. In this paper, we present the design, development, and evaluation of Haptogram; a system designed to provide point-cloud tactile display via acoustic radiation pressure. A tiled 2-D array of ultrasound transducers is used to produce a focal point that is animated to produce arbitrary 2-D and 3-D tactile shapes. The switching speed is very high, so that humans feel the distributed points simultaneously. The Haptogram system comprises a software component and a hardware component. The software component enables users to author and/or select a tactile object, create a point-cloud representation, and generate a sequence of focal points to drive the hardware. The hardware component comprises a tiled 2-D array of ultrasound transducers, each driven by an FPGA. A quantitative analysis is conducted to measure the Haptogram ability to display various tactile shapes, including a single point, 2-D shapes (a straight line and a circle) and a 3-D object (a hemisphere). Results show that all displayed tactile objects are perceivable by the human skin (an average of 2.65 kPa for 200 focal points). A usability study is also conducted to evaluate the ability of humans to recognize 2-D shapes. Results show that the recognition rate was well above the chance level (average of 59.44% and standard deviation of 12.75%) while the recognition time averaged 13.87 s (standard deviation of 3.92 s).


Cited References: 
"
99,pittera2019creating,2019,Abstracted,NA,Vibration,Grounding-off-body,Encountered,Existing devices,NA,https://ieeexplore.ieee.org/document/8920969/,IEEE HAVE,Creating an Illusion of Movement between the Hands Using Mid-Air Touch
100,ito2019midair,2019,Mechanical Mechs,Pressure,Vibration,Grounding-off-body,Encountered,Existing devices,NA,https://doi.org/10.1145/3290605.3300905,ACM CHI,Midair Click of Dual-Layer Haptic Button
101,barreiro2019ultrasound,2019,NA,NA,Partial proximate objects,Grounding-off-body,Encountered,Existing devices,NA,https://dl.acm.org/doi/10.1145/3332165.3347955,ACM UIST,Ultrasound Rendering of Tactile Interaction with Fluids
102,ablart2019using,2019,Abstracted,NA,Partial proximate objects,Grounding-off-body,Encountered,Existing devices,NA,https://doi.org/10.1145/2807442.2807443,ACM UIST,Using Ultrasonic Mid-air Haptic Patterns in Multi-Modal User Experiences
103,sra2019adding,2019,Haptic effects,NA,NA,Grounding-on-one-body-part,Worn,NA,NA,https://doi.org/10.1145/2807442.2807443,ACM UIST,
104,boldu2019m,2019,Haptic effects,NA,NA,NA,Encountered,Electromagnetic Mechs,NA,https://doi.org/10.1145/3025453.3025600,ACM CHI,M-Hair: Creating Novel Tactile Feedback by Augmenting the Body Hair to Respond to Magnetic Field
105,lopes2015impacto,2015,Haptic effects,NA,Force/deformations on the skin,Grounding-on-one-body-part,Worn,Electrical muscle stimulation,NA,https://ieeexplore.ieee.org/document/7494918,IEEE Transactions on Haptics,
105,lopes2015impacto,2015,Haptic effects,NA,Force/movements across joints,Grounding-on-one-body-part,Worn,Electrical muscle stimulation,NA,https://doi.org/10.1145/3313831.3376353,ACM CHI,
106,lopes2017providing,2017,Mass,NA,NA,Grounding-on-one-body-part,Worn,Electrical muscle stimulation,NA,https://doi.org/10.1145/2858036.2858264,ACM CHI,
107,spiers2016design,2017,Abstracted,NA,Whole proximate objects,"Ungrounding (handheld,portable)",Encountered,Electromagnetic Mechs,NA,https://dl.acm.org/doi/10.1145/3379337.3415862,ACM UIST,"Design and Evaluation of Shape-Changing Haptic Interfaces for Pedestrian Navigation Assistance

Source: IEEE TRANSACTIONS ON HAPTICS 10: 17-28

Date: 2017 

Document Type: Journal :  

DOI: 10.1109/TOH.2016.2582481

Language:  

LCR: 0   CR: 45   LCS: 0   GCS: 10   OCS: 

Comment:  

Address:  

Reprint:  

E-mail:  

Author Keywords: Haptics technology; assistive technology; human factors and ergonomics;system design and analysis

KeyWords Plus:  

Abstract: Shape-changing interfaces are a category of device capable of altering their form in order to facilitate communication of information. In this work, we present a shape-changing device that has been designed for navigation assistance. `The Animotus (previously, `The Haptic Sandwich), resembles a cube with an articulated upper half that is able to rotate and extend (translate) relative to the bottom half, which is fixed in the users grasp. This rotation and extension, generally felt via the users fingers, is used to represent heading and proximity to navigational targets. The device is intended to provide an alternative to screen or audio based interfaces for visually impaired, hearing impaired, deafblind, and sighted pedestrians. The motivation and design of the haptic device is presented, followed by the results of a navigation experiment that aimed to determine the role of each device DOF, in terms of facilitating guidance. An additional device, `The Haptic Taco, which modulated its volume in response to target proximity (negating directional feedback), was also compared. Results indicate that while the heading (rotational) DOF benefited motion efficiency, the proximity (translational) DOF benefited velocity. Combination of the two DOF improved overall performance. The volumetric Taco performed comparably to the Animotus extension DOF.


Cited References: 
"
108,siu2020virtual,2020,Shape,Tool mediated,Force/movements across joints,"Ungrounding (handheld,portable)",Grasped,Electromagnetic Mechs,NA,https://onlinelibrary.wiley.com/doi/abs/10.1002/smll.201702312,Small,Virtual Reality Without Vision: A Haptic and Auditory White Cane to Navigate Complex Virtual Worlds
109,jang2016haptic,2016,Abstracted,NA,Partial proximate objects,"Ungrounding (handheld,portable)",Encountered,Piezoelectric actuators,Spatial distribution of simple actuators,https://ieeexplore.ieee.org/document/8725948,IEEE Transactions on Industrial Electronics,"Haptic Edge Display for Mobile Tactile Interaction

Source: 34TH ANNUAL CHI CONFERENCE ON HUMAN FACTORS IN COMPUTING SYSTEMS, CHI 2016 8: 3706-3716

Date: 2016 

Document Type: Journal :  

DOI: 10.1145/2858036.285826

Language:  

LCR: 0   CR: 17   LCS: 0   GCS: 20   OCS: 

Comment:  

Address:  

Reprint:  

E-mail:  

Author Keywords: Mobile Haptics; Tactile Display; Dynamic Affordance

KeyWords Plus:  

Abstract: Current mobile devices do not leverage the rich haptic channel of information that our hands can sense, and instead focus primarily on touch based graphical interfaces. Our goal is to enrich the user experience of these devices through bidirectional haptic and tactile interactions (display and control) around the edge of hand-held devices. We propose a novel type of haptic interface, a Haptic Edge Display, consisting of actuated pins on the side of a display, to form a linear array of tactile pixels (taxels). These taxels are implemented using small piezoelectric actuators, which can be made cheaply and have ideal characteristics for mobile devices. We developed two prototype Haptic Edge Displays, one with 24 actuated pins (3.75mm in pitch) and a second with 40 pins (2.5mm in pitch). This paper describes several novel haptic interactions for the Haptic Edge Display including dynamic physical affordances, shape display, non-dominant hand interactions, and also in-pocket ""pull"" style haptic notifications. In a laboratory experiment we investigated the limits of human perception for Haptic Edge Displays, measuring the just-noticeable difference for pin width and height changes for both in-hand and simulated in-pocket conditions. 
"
110,ryu2020elastick,2020,Mass redistribution,Shaking,Whole proximate objects,"Ungrounding (handheld,portable)",Grasped,Electromagnetic Mechs,NA,https://ieeexplore.ieee.org/abstract/document/8581471?casa_token=jPWHsrkkq4sAAAAA:GDrZFbowCBHztVE9KKcFh4t-la4XtcCVWNZQpiOsBXk2_4UfQ8zoIcriJq3rbq8ezVTa4TAK9DY,IEEE Robotics and Automation Letters,ElaStick: A Handheld Variable Stiffness Display for Rendering Dynamic Haptic Response of Flexible Object
110,ryu2020elastick,2020,Mass redistribution,Shaking,Whole proximate objects,"Ungrounding (handheld,portable)",Grasped,Electromagnetic Mechs,NA,https://ieeexplore.ieee.org/abstract/document/8581471?casa_token=jPWHsrkkq4sAAAAA:GDrZFbowCBHztVE9KKcFh4t-la4XtcCVWNZQpiOsBXk2_4UfQ8zoIcriJq3rbq8ezVTa4TAK9DY,IEEE Robotics and Automation Letters,ElaStick: A Handheld Variable Stiffness Display for Rendering Dynamic Haptic Response of Flexible Object
110,ryu2020elastick,2020,Mass redistribution,Shaking,Whole proximate objects,"Ungrounding (handheld,portable)",Grasped,Material-flexibility-based Mechs,NA,https://ieeexplore.ieee.org/abstract/document/8581471?casa_token=jPWHsrkkq4sAAAAA:GDrZFbowCBHztVE9KKcFh4t-la4XtcCVWNZQpiOsBXk2_4UfQ8zoIcriJq3rbq8ezVTa4TAK9DY,IEEE Robotics and Automation Letters,ElaStick: A Handheld Variable Stiffness Display for Rendering Dynamic Haptic Response of Flexible Object
110,ryu2020elastick,2020,Mass redistribution,Shaking,Whole proximate objects,"Ungrounding (handheld,portable)",Grasped,Material-flexibility-based Mechs,NA,https://ieeexplore.ieee.org/abstract/document/8581471?casa_token=jPWHsrkkq4sAAAAA:GDrZFbowCBHztVE9KKcFh4t-la4XtcCVWNZQpiOsBXk2_4UfQ8zoIcriJq3rbq8ezVTa4TAK9DY,IEEE Robotics and Automation Letters,ElaStick: A Handheld Variable Stiffness Display for Rendering Dynamic Haptic Response of Flexible Object
111,tiwari2018highly,2018,Fine roughness,NA,Partial proximate objects,"Ungrounding (handheld,portable)",Encountered,Electrostatic Mechs,Spatial distribution of simple actuators,https://pubs.rsc.org/en/content/articlelanding/2015/ra/c5ra03043a,RSC Advances,"Highly Transparent and Integrable Surface Texture Change Device for Localized Tactile Feedback

Source: SMALL 14: 1

Date: 2018 

Document Type: Journal :  

DOI: 10.1002/smll.201702312

Language:  

LCR: 0   CR: 35   LCS: 0   GCS: 9   OCS: 

Comment:  

Address:  

Reprint:  

E-mail:  

Author Keywords: dielectric elastomers; electroactive polymers; soft actuators; tactile feedback; transparent electrodes

KeyWords Plus:  

Abstract: Human-machine haptic interaction is typically detected by variations in friction, roughness, hardness, and temperature, which combines to create sensation of surface texture change. Most of the current technologies work to simulate changes in tactile perception (via electrostatic, lateral force fields, vibration motors, etc.) without creating actual topographical transformations. This makes it challenging to provide localized feedback. Here, a new concept for on-demand surface texture augmentation that is capable of physically forming local topographic features in any predesigned pattern is demonstrated. The transparent, flexible, integrable device comprises of a hybrid electrode system with conductive hydrogel, silver nanowires, and conductive polymers with acrylic elastomer as the dielectric layer. Desired surface textures can be controlled by a predesigned pattern of electrodes, which operates as independent or interconnected actuators. Surface features with up to a height of 0.155 mm can be achieved with a transformation time of less than a second for a device area of 18 cm(2). High transparency levels of 76% are achieved due to the judicious choice of the electrode and the active elastomer layer. The capability of localized and controlled deformations makes this system highly useful for applications such as display touchscreens, touchpads, braille displays, on-demand buttons, and microfluidic devices. 
"
